@relation 'cleaned_weather_data-weka.filters.unsupervised.attribute.NominalToBinary-R5,8,10'

@attribute Temperature numeric
@attribute Humidity numeric
@attribute 'Wind Speed' numeric
@attribute 'Precipitation (\%)' numeric
@attribute 'Cloud Cover=partly cloudy' numeric
@attribute 'Cloud Cover=clear' numeric
@attribute 'Cloud Cover=overcast' numeric
@attribute 'Cloud Cover=cloudy' numeric
@attribute 'Atmospheric Pressure' numeric
@attribute 'UV Index' numeric
@attribute Season=Winter numeric
@attribute Season=Spring numeric
@attribute Season=Summer numeric
@attribute Season=Autumn numeric
@attribute 'Visibility (km)' numeric
@attribute Location=inland numeric
@attribute Location=mountain numeric
@attribute Location=coastal numeric
@attribute 'Weather Type' {Rainy,Cloudy,Sunny,Snowy}

@data
38,88,19.5,85,1,0,0,0,1009.03,0,0,1,0,0,4.5,1,0,0,Cloudy
33,31,6.5,18,0,1,0,0,1022.53,7,0,0,1,0,8.5,0,0,1,Sunny
40,52,0,0,0,1,0,0,1024.45,7,0,0,0,1,9,0,0,1,Sunny
41,23,0.5,14,0,1,0,0,1016.39,6,0,0,1,0,7,0,1,0,Sunny
22,31,8,15,0,1,0,0,1010.66,7,0,0,0,1,7.5,0,1,0,Sunny
34,63,6.5,10,1,0,0,0,1010.64,1,1,0,0,0,7,0,0,1,Cloudy
94,95,17.5,91,0,1,0,0,1026.91,6,0,0,0,1,3.5,0,0,1,Sunny
28,33,7,33,0,0,0,1,824.16,0,0,0,1,0,5,0,1,0,Sunny
34,49,1,8,0,1,0,0,1018.05,7,0,0,1,0,8.5,1,0,0,Sunny
31,76,14.5,31,0,0,0,1,1133.11,10,0,1,0,0,15.5,0,1,0,Snowy
34,24,4,13,0,1,0,0,1020.55,11,0,0,1,0,8,0,0,1,Sunny
46,53,5.5,30,1,0,0,0,1126.78,7,0,0,1,0,16,0,1,0,Snowy
66,83,20.5,109,1,0,0,0,1005.29,10,0,0,1,0,6.5,1,0,0,Cloudy
34,42,4,6,1,0,0,0,1023.9,11,0,0,0,1,9,0,1,0,Sunny
20,27,8,15,0,1,0,0,1015.11,11,0,1,0,0,9,0,1,0,Sunny
26,60,1,15,0,1,0,0,1029.63,11,0,0,1,0,7.5,0,0,1,Sunny
14,79,11.5,37,1,0,0,0,1001.77,4,0,0,0,1,5,1,0,0,Cloudy
11,71,9.5,30,1,0,0,0,1006.69,1,0,0,0,1,8.5,0,1,0,Cloudy
32,67,12.5,36,1,0,0,0,1004.28,3,0,1,0,0,6,0,1,0,Cloudy
16,55,12.5,40,1,0,0,0,1008.97,4,1,0,0,0,6.5,0,0,1,Cloudy
36,32,6,2,0,1,0,0,1026.15,7,0,1,0,0,7.5,0,0,1,Sunny
20,57,8,7,0,1,0,0,1022.77,9,1,0,0,0,8.5,0,0,1,Sunny
23,43,5,7,0,1,0,0,1021.71,6,0,0,0,1,9,0,1,0,Sunny
16,77,2.5,27,1,0,0,0,1010.28,3,0,0,1,0,9,1,0,0,Cloudy
28,46,2.5,11,0,1,0,0,1017.75,5,1,0,0,0,8.5,0,0,1,Sunny
21,26,3,13,1,0,0,0,1013.94,11,0,1,0,0,6,0,0,1,Sunny
23,66,1.5,22,1,0,0,0,1016.18,3,0,0,1,0,5.5,0,0,1,Cloudy
39,59,8,13,1,0,0,0,1017.07,9,0,0,1,0,7.5,0,1,0,Sunny
19,57,4.5,35,1,0,0,0,1000.13,2,0,1,0,0,7.5,1,0,0,Cloudy
32,72,13,13,1,0,0,0,1001.27,2,0,0,0,1,9,0,0,1,Cloudy
16,63,10.5,29,1,0,0,0,1013.99,2,0,1,0,0,8.5,0,0,1,Cloudy
37,31,8.5,5,0,1,0,0,1019.25,9,0,0,0,1,10,0,1,0,Sunny
-9,49,1.5,58,1,0,0,0,1132.2,8,0,1,0,0,16.5,0,1,0,Snowy
35,68,1.5,2,0,1,0,0,1029.48,11,0,0,0,1,6,1,0,0,Sunny
40,35,8,3,0,1,0,0,1019.72,11,0,1,0,0,6.5,1,0,0,Sunny
43,45,6,19,0,1,0,0,1022.35,8,0,0,1,0,7,0,1,0,Sunny
18,68,4,40,1,0,0,0,1008.41,1,0,0,0,1,6,1,0,0,Cloudy
26,46,3,5,0,1,0,0,1027.59,7,0,0,0,1,7.5,0,0,1,Sunny
-15,59,14,12,0,0,0,1,1030.61,12,0,0,0,1,17,0,1,0,Sunny
32,63,2,12,0,1,0,0,1021.42,9,1,0,0,0,7,0,1,0,Sunny
15,68,9.5,42,1,0,0,0,1009.05,2,0,0,1,0,7,1,0,0,Cloudy
61,103,6,92,0,1,0,0,1025.47,14,0,1,0,0,5.5,1,0,0,Sunny
44,63,3,2,1,0,0,0,1011.89,11,0,1,0,0,8.5,0,1,0,Sunny
31,71,13,46,1,0,0,0,1005.38,3,1,0,0,0,5.5,0,0,1,Cloudy
12,76,0.5,15,1,0,0,0,1008.33,1,0,0,0,1,6,0,0,1,Cloudy
9,93,14.5,82,1,0,0,0,1000.24,10,0,0,1,0,8,1,0,0,Cloudy
15,58,6,11,1,0,0,0,1012.18,1,0,1,0,0,7.5,1,0,0,Cloudy
25,67,5.5,8,0,1,0,0,1018.44,8,1,0,0,0,6,1,0,0,Sunny
44,67,6.5,4,0,1,0,0,1017.84,11,0,0,1,0,9.5,0,0,1,Sunny
36,33,0.5,16,1,0,0,0,1014.17,8,0,0,0,1,6,0,1,0,Sunny
32,21,3.5,3,0,1,0,0,1025.15,8,0,0,1,0,7.5,0,1,0,Sunny
29,41,2.5,11,0,1,0,0,1014.96,9,0,0,0,1,6,0,1,0,Sunny
38,88,1.5,100,0,1,0,0,1028.91,9,1,0,0,0,7.5,0,1,0,Sunny
38,45,1.5,10,1,0,0,0,1010.28,10,0,0,1,0,5,0,0,1,Sunny
27,63,7.5,45,1,0,0,0,1016.25,3,0,1,0,0,5.5,0,1,0,Cloudy
24,31,0.5,11,1,0,0,0,1014.4,9,1,0,0,0,8.5,0,0,1,Sunny
30,56,2.5,18,0,1,0,0,1025.68,7,1,0,0,0,8.5,0,1,0,Sunny
20,75,13,32,1,0,0,0,1002.16,3,0,0,1,0,8,1,0,0,Cloudy
33,83,27.5,102,1,0,0,0,1003.99,4,0,0,0,1,5,0,0,1,Cloudy
15,67,11,34,1,0,0,0,1019.55,1,0,0,0,1,6,0,1,0,Cloudy
33,58,0.5,7,0,1,0,0,1010.95,6,0,0,0,1,6,0,0,1,Sunny
12,77,8,19,1,0,0,0,1017.4,3,0,1,0,0,8.5,0,1,0,Cloudy
56,106,18.5,91,0,1,0,0,1021.73,1,1,0,0,0,3.5,0,0,1,Sunny
24,58,2,11,0,1,0,0,1024.96,6,0,0,1,0,6.5,1,0,0,Sunny
31,55,0.5,11,1,0,0,0,1013.31,4,0,0,1,0,5.5,1,0,0,Cloudy
23,57,8.5,47,1,0,0,0,1005.7,1,0,0,1,0,6.5,1,0,0,Cloudy
9,71,6.5,71,1,0,0,0,1194.98,7,0,1,0,0,18.5,1,0,0,Sunny
41,50,8.5,6,1,0,0,0,1017.27,9,0,1,0,0,6,1,0,0,Sunny
31,71,6,24,1,0,0,0,1009.27,4,0,1,0,0,7.5,1,0,0,Cloudy
10,71,1.5,23,1,0,0,0,1009.78,3,0,0,1,0,6,1,0,0,Cloudy
24,95,9,105,1,0,0,0,1009.96,4,0,1,0,0,4,0,0,1,Cloudy
25,54,7,47,1,0,0,0,1011.13,3,0,1,0,0,7,1,0,0,Cloudy
33,69,8.5,5,1,0,0,0,1018.19,7,0,1,0,0,9,1,0,0,Sunny
24,50,6,11,1,0,0,0,1018.21,3,0,1,0,0,6,0,1,0,Cloudy
21,59,10.5,18,1,0,0,0,1007.96,1,0,0,1,0,6,1,0,0,Cloudy
36,54,3.5,10,0,1,0,0,1021.7,6,0,1,0,0,7.5,0,0,1,Sunny
43,37,7.5,97,1,0,0,0,1199.21,3,0,1,0,0,12.5,0,1,0,Snowy
41,48,8.5,3,1,0,0,0,1022.12,9,0,1,0,0,6.5,1,0,0,Sunny
47,102,13,84,1,0,0,0,1008.26,3,0,0,0,1,4.5,0,0,1,Cloudy
28,74,8.5,107,0,1,0,0,1012.13,8,1,0,0,0,7.5,0,0,1,Sunny
36,105,14.5,80,1,0,0,0,1008.34,4,0,1,0,0,7.5,1,0,0,Cloudy
30,22,4,14,1,0,0,0,1020.64,9,0,1,0,0,5.5,0,0,1,Sunny
31,25,9.5,9,0,1,0,0,1026.9,5,0,0,0,1,8,0,1,0,Sunny
35,33,7,5,1,0,0,0,1025.51,5,1,0,0,0,7.5,0,0,1,Sunny
34,47,1,4,0,1,0,0,1018.05,9,1,0,0,0,5.5,0,1,0,Sunny
42,99,14,88,0,1,0,0,1020.06,3,0,0,0,1,10.5,0,0,1,Sunny
20,48,8,5,0,1,0,0,1024.72,10,0,0,0,1,7.5,0,0,1,Sunny
31,66,9.5,19,0,1,0,0,1015.78,5,1,0,0,0,9,0,1,0,Sunny
22,63,3.5,13,0,1,0,0,1024.74,5,1,0,0,0,7,0,0,1,Sunny
15,65,0,49,1,0,0,0,1011.26,1,0,0,1,0,8.5,0,0,1,Cloudy
41,73,6.5,96,1,0,0,0,1015.62,10,0,0,0,1,4,0,0,1,Sunny
27,24,8,5,1,0,0,0,1016.47,10,1,0,0,0,8,1,0,0,Sunny
42,51,5.5,5,0,1,0,0,1018.62,11,0,0,0,1,6.5,0,1,0,Sunny
37,25,6.5,14,0,1,0,0,1019.93,5,1,0,0,0,6.5,0,1,0,Sunny
34,38,5,13,0,1,0,0,1021.71,10,1,0,0,0,7,0,0,1,Sunny
41,29,8,17,0,1,0,0,1011.53,11,0,1,0,0,10,1,0,0,Sunny
29,50,13,29,1,0,0,0,1007.94,1,0,0,1,0,7.5,0,1,0,Cloudy
37,62,7.5,19,0,1,0,0,1010.28,7,0,1,0,0,9,0,0,1,Sunny
17,76,2,40,1,0,0,0,1017.61,2,0,1,0,0,6,0,0,1,Cloudy
35,22,9.5,7,0,1,0,0,1018.15,9,0,0,1,0,8.5,0,1,0,Sunny
44,40,6,15,0,1,0,0,1026.5,11,0,0,0,1,6.5,0,1,0,Sunny
26,49,9,10,0,1,0,0,1021.08,9,0,0,0,1,7,0,0,1,Sunny
35,48,2.5,16,1,0,0,0,1015.9,5,0,0,0,1,7,0,1,0,Sunny
30,52,8.5,5,0,1,0,0,1018.21,6,0,0,0,1,8,1,0,0,Sunny
30,51,6,17,0,1,0,0,1028.17,9,0,0,1,0,9.5,0,0,1,Sunny
-15,34,2.5,59,1,0,0,0,1003.91,3,0,0,0,1,17.5,1,0,0,Sunny
21,68,4.5,0,0,1,0,0,1017.24,7,0,1,0,0,8,1,0,0,Sunny
14,66,6,12,1,0,0,0,1019.58,1,0,0,1,0,5.5,0,1,0,Cloudy
45,107,0,89,0,1,0,0,1021.4,13,0,0,1,0,3,1,0,0,Sunny
29,55,7,18,0,1,0,0,1022.87,7,1,0,0,0,5.5,0,1,0,Sunny
36,44,9,7,1,0,0,0,1011.22,11,1,0,0,0,6.5,0,0,1,Sunny
30,67,1,43,1,0,0,0,1007.76,1,0,0,0,1,8.5,0,1,0,Cloudy
26,53,9,2,1,0,0,0,1022.27,9,0,0,0,1,9,1,0,0,Sunny
22,26,6.5,12,0,1,0,0,1022.85,6,0,1,0,0,7.5,1,0,0,Sunny
21,56,11,47,1,0,0,0,1019.17,4,0,1,0,0,8,1,0,0,Cloudy
6,41,7.5,27,1,0,0,0,846.75,11,0,1,0,0,8.5,0,0,1,Snowy
25,73,4.5,19,1,0,0,0,1011.13,3,0,0,0,1,7.5,0,0,1,Cloudy
28,56,4,18,0,1,0,0,1020.85,7,0,1,0,0,7,0,1,0,Sunny
25,63,10,2,0,1,0,0,1014.38,9,0,0,1,0,5.5,0,0,1,Sunny
35,32,6.5,0,1,0,0,0,1015.19,9,0,0,1,0,7,1,0,0,Sunny
25,24,12.5,63,0,0,0,1,1177.6,7,0,0,0,1,3.5,0,0,1,Snowy
26,63,5.5,17,1,0,0,0,1008.04,4,0,0,1,0,6.5,1,0,0,Cloudy
29,37,1.5,5,1,0,0,0,1013.31,9,0,0,0,1,7,0,0,1,Sunny
10,68,1.5,16,1,0,0,0,1007.26,3,1,0,0,0,6.5,0,0,1,Cloudy
29,50,6.5,19,0,1,0,0,1014.49,9,0,1,0,0,9,1,0,0,Sunny
12,51,0,42,1,0,0,0,1017.84,1,0,0,1,0,8.5,0,1,0,Cloudy
43,46,6.5,17,1,0,0,0,1026.19,8,0,0,1,0,8,0,0,1,Sunny
28,50,4.5,17,0,1,0,0,1012.65,7,1,0,0,0,6.5,0,0,1,Sunny
10,78,13.5,35,1,0,0,0,1001.98,2,0,0,0,1,5.5,1,0,0,Cloudy
36,54,6,17,0,1,0,0,1010.34,5,0,1,0,0,8,1,0,0,Sunny
16,68,7.5,28,1,0,0,0,1010.64,1,0,0,1,0,7,0,1,0,Cloudy
26,69,9,28,1,0,0,0,1001.26,2,0,1,0,0,5,0,0,1,Cloudy
27,43,7.5,5,0,1,0,0,1011.64,8,0,0,1,0,8,0,0,1,Sunny
36,60,5,10,0,1,0,0,1012.8,9,0,1,0,0,9,0,1,0,Sunny
40,29,3,0,0,1,0,0,1021.94,7,0,1,0,0,8,0,0,1,Sunny
92,86,8.5,107,1,0,0,0,1020.9,8,0,0,1,0,11,0,0,1,Sunny
21,95,5.5,106,0,1,0,0,1017.28,10,0,0,1,0,2,1,0,0,Sunny
33,45,9.5,13,0,1,0,0,1015.1,9,0,1,0,0,5.5,1,0,0,Sunny
58,93,9,103,0,1,0,0,1012.64,9,1,0,0,0,5,0,0,1,Sunny
40,53,4.5,67,1,0,0,0,1143.82,11,0,0,1,0,10.5,0,0,1,Sunny
23,46,3.5,14,1,0,0,0,1014.64,9,1,0,0,0,9,1,0,0,Sunny
22,51,6,27,1,0,0,0,1012.46,2,0,1,0,0,6,1,0,0,Cloudy
39,34,0.5,7,1,0,0,0,1029.33,8,1,0,0,0,9.5,0,0,1,Sunny
24,33,5.5,5,0,1,0,0,1013.74,5,0,0,0,1,6,0,1,0,Sunny
27,67,1.5,24,1,0,0,0,1015.25,1,0,1,0,0,6.5,0,1,0,Cloudy
13,77,5,68,0,0,0,1,1021.09,3,0,0,0,1,8.5,1,0,0,Cloudy
26,73,13,19,1,0,0,0,1019.26,4,0,0,1,0,5.5,1,0,0,Cloudy
25,53,10.5,46,1,0,0,0,1012.51,2,0,1,0,0,8,1,0,0,Cloudy
23,30,5,83,1,0,0,0,888.58,12,1,0,0,0,8.5,0,0,1,Cloudy
27,57,11.5,37,1,0,0,0,1000.52,4,0,0,1,0,7,1,0,0,Cloudy
17,108,7.5,79,0,1,0,0,1016.39,3,0,0,1,0,8.5,0,1,0,Sunny
34,26,7,15,0,1,0,0,1029.31,10,0,1,0,0,5.5,0,0,1,Sunny
29,69,3,15,0,1,0,0,1012.09,10,1,0,0,0,5.5,1,0,0,Sunny
21,96,9,92,1,0,0,0,1001.52,8,0,1,0,0,5.5,0,0,1,Cloudy
45,78,17.5,77,0,1,0,0,1016.75,4,1,0,0,0,2,1,0,0,Sunny
14,76,13.5,35,1,0,0,0,1002.71,3,0,1,0,0,5.5,0,1,0,Cloudy
16,71,3,104,1,0,0,0,1009.56,9,0,1,0,0,5.5,0,0,1,Cloudy
19,73,18,90,1,0,0,0,1013.57,5,0,0,0,1,4.5,0,1,0,Sunny
33,75,20.5,102,0,1,0,0,1027.57,0,0,0,0,1,4,0,1,0,Sunny
25,68,15,32,1,0,0,0,1004.28,3,0,0,1,0,7,1,0,0,Cloudy
10,73,4.5,48,1,0,0,0,1004.36,1,0,0,0,1,6,1,0,0,Cloudy
12,57,1.5,41,1,0,0,0,1010.8,2,0,0,0,1,5.5,1,0,0,Cloudy
27,62,8,13,1,0,0,0,1017.63,2,1,0,0,0,9,0,0,1,Cloudy
21,52,8,44,1,0,0,0,1006.7,4,0,0,0,1,8.5,0,0,1,Cloudy
31,36,4,15,0,1,0,0,1016.83,10,0,1,0,0,5,0,1,0,Sunny
56,79,18,80,1,0,0,0,1017.26,11,0,0,1,0,11,0,1,0,Cloudy
20,78,9,92,1,0,0,0,1008.08,10,0,0,1,0,5.5,0,1,0,Cloudy
22,65,6,6,0,1,0,0,1010.58,5,0,1,0,0,5.5,0,0,1,Sunny
26,63,13,10,1,0,0,0,1014.41,1,0,0,1,0,5.5,0,1,0,Cloudy
-1,61,13,23,1,0,0,0,1042.41,4,0,0,1,0,0.5,1,0,0,Sunny
36,87,16,93,0,1,0,0,1016,2,0,1,0,0,1.5,0,0,1,Sunny
36,32,1.5,19,1,0,0,0,1013.5,11,0,0,1,0,9,0,1,0,Sunny
30,74,6.5,109,0,1,0,0,1020.56,12,0,0,0,1,11,0,1,0,Sunny
14,72,10,19,1,0,0,0,1001.46,4,0,0,0,1,8,1,0,0,Cloudy
22,52,0.5,8,1,0,0,0,1018.6,10,0,0,1,0,7.5,0,1,0,Sunny
36,43,3.5,19,1,0,0,0,1029.59,7,1,0,0,0,6,0,0,1,Sunny
-7,30,12.5,78,0,0,0,1,1083.26,9,0,0,0,1,16,0,0,1,Cloudy
26,68,4,28,1,0,0,0,1001.67,4,0,0,0,1,6.5,1,0,0,Cloudy
28,49,0.5,0,1,0,0,0,1024.9,11,0,0,1,0,9,0,0,1,Sunny
43,31,5.5,8,1,0,0,0,1023.36,8,0,0,1,0,5.5,0,1,0,Sunny
20,57,6.5,35,1,0,0,0,1008.55,3,0,0,0,1,7.5,0,1,0,Cloudy
29,23,8.5,5,0,1,0,0,1020.77,6,0,0,1,0,6.5,1,0,0,Sunny
32,59,9,8,0,1,0,0,1027.77,5,1,0,0,0,6,0,1,0,Sunny
72,83,4,77,1,0,0,0,1023.7,1,1,0,0,0,7.5,0,1,0,Sunny
35,94,17,101,1,0,0,0,1000.99,12,0,0,1,0,10,0,1,0,Cloudy
29,57,4.5,6,1,0,0,0,1014.72,7,0,1,0,0,7,0,0,1,Sunny
24,41,3.5,1,0,1,0,0,1021.36,10,1,0,0,0,6,1,0,0,Sunny
14,80,8.5,84,0,1,0,0,1026.21,5,1,0,0,0,10.5,0,0,1,Sunny
29,52,6,39,1,0,0,0,1017.31,4,0,0,1,0,8.5,0,1,0,Cloudy
19,65,5.5,34,1,0,0,0,1142.94,5,1,0,0,0,1,0,1,0,Sunny
25,26,2,14,0,1,0,0,1019.62,7,1,0,0,0,5.5,0,1,0,Sunny
-13,61,2,81,1,0,0,0,908.07,6,0,0,0,1,11,1,0,0,Cloudy
34,54,2.5,13,0,1,0,0,1029.27,10,0,0,0,1,8.5,0,0,1,Sunny
42,44,6.5,16,0,1,0,0,1010.62,10,1,0,0,0,6.5,1,0,0,Sunny
31,49,1,1,0,1,0,0,1012.21,7,0,0,0,1,9,0,1,0,Sunny
32,50,1,25,1,0,0,0,1013.75,2,0,0,0,1,6,1,0,0,Cloudy
38,39,9,10,0,1,0,0,1018.1,10,0,0,1,0,7,0,0,1,Sunny
44,60,3,17,1,0,0,0,1020.2,11,1,0,0,0,5.5,0,0,1,Sunny
21,41,14.5,56,0,0,0,1,902.72,4,0,0,1,0,16.5,1,0,0,Cloudy
36,47,4.5,37,1,0,0,0,1087.2,5,0,0,1,0,13.5,1,0,0,Rainy
32,65,8.5,18,0,1,0,0,1022,9,1,0,0,0,6,0,1,0,Sunny
42,53,5,10,0,1,0,0,1027.84,10,1,0,0,0,7,0,1,0,Sunny
33,73,19.5,93,0,1,0,0,1027.82,2,1,0,0,0,6.5,1,0,0,Sunny
28,74,10.5,14,1,0,0,0,1014.58,2,0,0,1,0,5,1,0,0,Cloudy
41,66,2,8,1,0,0,0,1012.86,10,0,0,1,0,8,0,1,0,Sunny
43,39,4,12,1,0,0,0,1028.27,8,0,1,0,0,6,0,1,0,Sunny
36,34,1.5,3,1,0,0,0,1013.55,6,0,0,0,1,5.5,0,1,0,Sunny
67,90,21,95,0,1,0,0,1013.26,12,0,0,1,0,10,0,0,1,Sunny
22,57,3.5,17,0,1,0,0,1012.94,11,0,0,1,0,9,1,0,0,Sunny
43,56,8.5,3,0,1,0,0,1022.25,11,0,0,1,0,6,1,0,0,Sunny
59,75,13,79,0,1,0,0,1025.4,3,0,0,1,0,8.5,0,1,0,Sunny
25,32,5.5,17,1,0,0,0,1027.27,7,0,0,0,1,6,1,0,0,Sunny
26,35,3,14,0,1,0,0,1027.91,7,0,0,0,1,5.5,0,1,0,Sunny
2,37,10,17,1,0,0,0,1151.64,2,0,1,0,0,16.5,0,1,0,Snowy
41,58,1.5,7,0,1,0,0,1024.84,8,0,0,0,1,7.5,0,0,1,Sunny
19,68,7,48,1,0,0,0,1010.43,1,0,1,0,0,6.5,1,0,0,Cloudy
24,24,3,4,0,1,0,0,1014.49,10,0,0,1,0,7.5,1,0,0,Sunny
24,28,6,5,0,1,0,0,1017.28,5,0,0,0,1,10,0,1,0,Sunny
38,44,1.5,19,0,1,0,0,1019.7,10,1,0,0,0,7.5,0,1,0,Sunny
46,94,4,90,0,1,0,0,1022.88,10,0,1,0,0,12.5,0,1,0,Sunny
31,74,14,24,1,0,0,0,1008.74,1,0,0,1,0,8,0,0,1,Cloudy
34,59,5,5,0,1,0,0,1010.49,11,0,1,0,0,6,0,0,1,Sunny
20,42,4,13,1,0,0,0,1028.3,5,0,0,0,1,8,0,1,0,Sunny
33,75,2.5,45,1,0,0,0,1007.13,4,0,0,0,1,8,0,1,0,Cloudy
24,54,0.5,4,0,1,0,0,1015.46,5,0,0,0,1,8.5,0,1,0,Sunny
22,38,6.5,6,1,0,0,0,1027.68,6,0,0,0,1,6,0,0,1,Sunny
13,85,10,107,0,1,0,0,1020.87,2,0,0,0,1,2.5,0,0,1,Sunny
25,68,4,32,1,0,0,0,1009.22,2,0,0,1,0,5.5,0,0,1,Cloudy
18,37,3,11,1,0,0,0,888.19,11,0,0,0,1,1,1,0,0,Snowy
38,21,0,14,0,0,0,1,960.81,2,0,0,0,1,6,0,1,0,Snowy
1,76,11.5,51,1,0,0,0,1121.62,4,0,0,0,1,10.5,0,1,0,Cloudy
21,36,5,6,0,1,0,0,1016.04,5,0,0,0,1,7,0,0,1,Sunny
24,54,2.5,9,0,1,0,0,1024.42,10,1,0,0,0,10,1,0,0,Sunny
32,39,7.5,3,0,1,0,0,1021.43,9,0,0,0,1,5.5,1,0,0,Sunny
66,80,11.5,97,0,1,0,0,1027.84,9,0,1,0,0,5.5,1,0,0,Sunny
31,79,0.5,17,1,0,0,0,1017.97,3,0,0,1,0,8,0,0,1,Cloudy
20,67,7,13,1,0,0,0,1014.38,9,1,0,0,0,8.5,0,1,0,Sunny
25,26,6,1,1,0,0,0,1017.89,10,0,0,1,0,6.5,0,1,0,Sunny
28,30,2,18,0,1,0,0,1021.19,10,0,0,0,1,7.5,0,0,1,Sunny
20,47,8,15,0,1,0,0,1011.58,9,1,0,0,0,9,1,0,0,Sunny
25,23,9.5,18,1,0,0,0,1023.26,5,0,0,0,1,5,1,0,0,Sunny
20,68,7,16,1,0,0,0,1024.18,11,0,0,0,1,7.5,0,1,0,Sunny
42,34,0,15,0,1,0,0,1026.61,7,0,0,0,1,5.5,0,0,1,Sunny
20,57,9.5,5,1,0,0,0,1028.05,5,1,0,0,0,5.5,0,0,1,Sunny
-10,35,11,84,1,0,0,0,1170.78,5,0,1,0,0,12,1,0,0,Cloudy
19,53,14,10,1,0,0,0,1018.87,2,1,0,0,0,5.5,0,0,1,Cloudy
18,86,18.5,80,0,1,0,0,1011.9,10,0,1,0,0,3,0,0,1,Sunny
28,79,7,23,1,0,0,0,1018.36,4,0,0,0,1,8.5,0,0,1,Cloudy
17,60,10,32,1,0,0,0,1001.52,3,0,0,1,0,5.5,0,0,1,Cloudy
34,79,13.5,14,1,0,0,0,1002.87,3,0,0,1,0,7.5,0,0,1,Cloudy
26,60,1.5,14,0,1,0,0,1028.72,5,0,0,0,1,8.5,1,0,0,Sunny
31,95,32.5,108,1,0,0,0,1006.46,14,0,0,1,0,4,0,1,0,Cloudy
33,32,5.5,15,0,1,0,0,1028,8,0,1,0,0,7.5,0,1,0,Sunny
19,31,9.5,82,0,0,0,1,985.1,3,0,0,0,1,6.5,1,0,0,Snowy
53,79,8,103,0,1,0,0,1012.21,0,1,0,0,0,9,1,0,0,Sunny
34,62,13,26,1,0,0,0,1003.67,2,0,0,1,0,6.5,0,0,1,Cloudy
28,62,1,2,0,1,0,0,1027.03,10,0,1,0,0,5.5,1,0,0,Sunny
10,77,3.5,18,1,0,0,0,1015.94,3,0,1,0,0,8,1,0,0,Cloudy
27,77,16,95,1,0,0,0,1023.17,0,0,0,1,0,10.5,0,0,1,Sunny
