@relation 'cleaned_weather_data-weka.filters.unsupervised.attribute.NominalToBinary-R5,8,10'

@attribute Temperature numeric
@attribute Humidity numeric
@attribute 'Wind Speed' numeric
@attribute 'Precipitation (\%)' numeric
@attribute 'Cloud Cover=partly cloudy' numeric
@attribute 'Cloud Cover=clear' numeric
@attribute 'Cloud Cover=overcast' numeric
@attribute 'Cloud Cover=cloudy' numeric
@attribute 'Atmospheric Pressure' numeric
@attribute 'UV Index' numeric
@attribute Season=Winter numeric
@attribute Season=Spring numeric
@attribute Season=Summer numeric
@attribute Season=Autumn numeric
@attribute 'Visibility (km)' numeric
@attribute Location=inland numeric
@attribute Location=mountain numeric
@attribute Location=coastal numeric
@attribute 'Weather Type' {Rainy,Cloudy,Sunny,Snowy}

@data
-5,72,17.5,79,0,0,1,0,987.3,1,1,0,0,0,4.5,1,0,0,Snowy
4,66,15,51,0,0,1,0,994.04,0,1,0,0,0,2,0,1,0,Snowy
15,76,9.5,19,1,0,0,0,1003.2,2,1,0,0,0,8,0,1,0,Cloudy
4,83,2.5,88,1,0,0,0,982.62,0,1,0,0,0,3,1,0,0,Snowy
0,77,12.5,98,0,0,1,0,995.08,1,1,0,0,0,4,0,1,0,Snowy
1,68,17,54,0,0,1,0,991.29,0,1,0,0,0,5,1,0,0,Snowy
-1,79,13,63,0,0,1,0,980.8,1,1,0,0,0,3,0,1,0,Snowy
-6,97,20,63,0,0,1,0,999.09,1,1,0,0,0,1.5,1,0,0,Snowy
11,72,1,46,0,0,1,0,1015.33,2,1,0,0,0,5,0,0,1,Cloudy
2,83,15.5,98,0,0,1,0,994.72,1,1,0,0,0,4,0,1,0,Snowy
1,65,8,62,0,0,1,0,996.55,0,1,0,0,0,5,0,1,0,Snowy
33,66,5.5,48,1,0,0,0,1002.33,4,1,0,0,0,5.5,1,0,0,Cloudy
4,88,7,85,0,0,1,0,988.15,1,1,0,0,0,1.5,0,1,0,Snowy
-6,76,1,98,0,0,1,0,991.76,1,1,0,0,0,4,0,1,0,Snowy
3,63,17,68,0,0,1,0,997.09,1,1,0,0,0,3.5,0,1,0,Snowy
29,71,10.5,16,0,0,1,0,1000.38,1,1,0,0,0,5.5,1,0,0,Cloudy
-8,67,14.5,67,0,0,1,0,991.8,0,1,0,0,0,1.5,0,1,0,Snowy
17,96,8,87,0,0,1,0,1015.92,3,1,0,0,0,2.5,1,0,0,Rainy
-10,73,7.5,58,1,0,0,0,987.46,0,1,0,0,0,4,0,1,0,Snowy
22,74,14,31,0,0,1,0,1018.24,4,1,0,0,0,6,0,0,1,Cloudy
-19,77,14,89,0,0,1,0,822.98,2,1,0,0,0,7.5,0,1,0,Cloudy
1,96,14.5,65,0,0,1,0,985.89,1,1,0,0,0,3,1,0,0,Snowy
-7,62,7,79,0,0,1,0,991.92,1,1,0,0,0,4.5,0,1,0,Snowy
2,98,13.5,93,1,0,0,0,987.75,1,1,0,0,0,4.5,1,0,0,Snowy
-5,69,17,76,0,0,1,0,981.49,1,1,0,0,0,3.5,1,0,0,Snowy
-8,82,9,79,0,0,1,0,997.79,1,1,0,0,0,2,1,0,0,Snowy
1,85,7.5,79,0,0,1,0,981.76,1,1,0,0,0,4.5,1,0,0,Snowy
-6,66,14,59,0,0,1,0,993.14,1,1,0,0,0,3.5,0,1,0,Snowy
-8,90,7.5,56,0,0,1,0,999.04,0,1,0,0,0,4.5,1,0,0,Snowy
-10,72,20,87,0,0,1,0,992.99,0,1,0,0,0,2.5,1,0,0,Snowy
-2,68,15,79,1,0,0,0,986.05,0,1,0,0,0,3,1,0,0,Snowy
8,30,10.5,39,0,0,0,1,1080.38,14,1,0,0,0,2,0,0,1,Snowy
-8,76,5.5,61,0,0,1,0,990.26,1,1,0,0,0,2,1,0,0,Snowy
4,81,9.5,64,0,0,1,0,986.27,1,1,0,0,0,3.5,0,1,0,Snowy
3,72,12.5,61,0,0,1,0,985.08,0,1,0,0,0,1.5,1,0,0,Snowy
23,59,9.5,18,0,0,1,0,1017.68,1,1,0,0,0,5.5,0,0,1,Cloudy
25,51,4,45,0,0,1,0,1155.04,3,1,0,0,0,11.5,0,0,1,Sunny
-2,95,13,99,0,0,1,0,998.75,1,1,0,0,0,4,1,0,0,Snowy
36,86,18.5,76,1,0,0,0,1009,9,1,0,0,0,5,0,1,0,Cloudy
24,62,16,56,0,0,1,0,1019.07,2,1,0,0,0,4.5,1,0,0,Rainy
-13,87,13.5,74,0,0,1,0,996.55,1,1,0,0,0,4,1,0,0,Snowy
-9,86,9.5,64,0,0,1,0,989.12,1,1,0,0,0,4.5,1,0,0,Snowy
4,74,7,62,0,0,1,0,999.73,0,1,0,0,0,3,0,1,0,Snowy
-2,76,2.5,79,0,0,1,0,994.27,1,1,0,0,0,4,0,1,0,Snowy
-3,71,18.5,94,1,0,0,0,996.47,1,1,0,0,0,0.5,0,1,0,Snowy
1,76,14.5,68,0,0,1,0,997.51,1,1,0,0,0,4,1,0,0,Snowy
-3,71,13,58,1,0,0,0,990.04,1,1,0,0,0,2,1,0,0,Snowy
-13,97,26,91,1,0,0,0,989.25,11,1,0,0,0,3.5,1,0,0,Snowy
1,99,11.5,60,0,0,1,0,982.23,1,1,0,0,0,1,0,1,0,Snowy
2,75,9,103,0,0,1,0,994.71,5,1,0,0,0,0.5,1,0,0,Snowy
-6,69,9.5,69,0,0,1,0,989.18,1,1,0,0,0,1,0,1,0,Snowy
-4,82,16.5,96,0,0,1,0,982.8,1,1,0,0,0,2,1,0,0,Snowy
-3,83,13,77,0,0,1,0,987.8,1,1,0,0,0,1,1,0,0,Snowy
-5,74,9.5,64,0,0,1,0,998.39,0,1,0,0,0,2,0,1,0,Snowy
1,92,1,90,0,0,1,0,987.02,1,1,0,0,0,4.5,1,0,0,Snowy
21,70,6.5,26,0,0,1,0,1014.12,1,1,0,0,0,7.5,0,1,0,Cloudy
-2,90,5.5,62,0,0,1,0,985.96,1,1,0,0,0,1.5,0,1,0,Snowy
-8,77,16,85,0,0,1,0,980.3,1,1,0,0,0,1.5,0,1,0,Snowy
20,64,5,64,1,0,0,0,1013.05,1,1,0,0,0,2.5,1,0,0,Rainy
1,66,11,52,0,0,1,0,997.99,0,1,0,0,0,4,1,0,0,Snowy
-5,60,9.5,95,0,0,1,0,995.4,1,1,0,0,0,5,0,1,0,Snowy
10,78,12,43,1,0,0,0,1007.61,3,1,0,0,0,7.5,0,1,0,Cloudy
42,74,29.5,101,0,0,1,0,1016.15,7,1,0,0,0,8,0,0,1,Cloudy
11,68,7.5,20,1,0,0,0,1004.26,3,1,0,0,0,5.5,1,0,0,Cloudy
12,74,6.5,76,0,0,1,0,1009.38,3,1,0,0,0,5,0,1,0,Rainy
17,98,23,108,0,0,1,0,1001.46,3,1,0,0,0,5.5,0,1,0,Cloudy
-2,65,14,95,1,0,0,0,995.34,1,1,0,0,0,1.5,1,0,0,Snowy
-3,99,15,98,0,0,1,0,999.92,0,1,0,0,0,1,1,0,0,Snowy
26,89,14.5,84,0,0,1,0,993.68,2,1,0,0,0,3.5,0,1,0,Rainy
2,100,15,70,0,0,1,0,991.86,0,1,0,0,0,6.5,1,0,0,Snowy
26,67,9,90,1,0,0,0,1010.85,3,1,0,0,0,4,1,0,0,Rainy
3,89,8,85,0,0,1,0,983.37,1,1,0,0,0,4.5,1,0,0,Snowy
-9,77,3,97,0,0,1,0,990.49,0,1,0,0,0,3,0,1,0,Snowy
0,71,19.5,53,0,0,1,0,980.18,0,1,0,0,0,4,1,0,0,Snowy
31,52,12.5,22,0,0,1,0,1019.28,3,1,0,0,0,8,0,1,0,Cloudy
-3,91,6,62,0,0,1,0,999.21,0,1,0,0,0,3.5,1,0,0,Snowy
-6,66,8.5,65,0,0,1,0,981.73,0,1,0,0,0,4,0,1,0,Snowy
31,70,6,40,0,0,1,0,1010.63,1,1,0,0,0,8,0,1,0,Cloudy
-8,67,6,60,0,0,1,0,998.86,0,1,0,0,0,4.5,1,0,0,Snowy
29,66,8,76,0,0,1,0,1012.9,0,1,0,0,0,4,1,0,0,Rainy
20,64,5,45,0,0,1,0,1010.56,3,1,0,0,0,5.5,1,0,0,Cloudy
-1,61,13,69,0,0,1,0,980.53,1,1,0,0,0,2,0,1,0,Snowy
-9,72,0,98,0,0,1,0,992.91,0,1,0,0,0,5,0,1,0,Snowy
4,91,17.5,83,0,0,1,0,986.17,1,1,0,0,0,1,0,1,0,Snowy
-9,85,9,75,1,0,0,0,983.88,1,1,0,0,0,2,1,0,0,Snowy
-6,73,14,58,0,0,1,0,996.69,0,1,0,0,0,4,0,1,0,Snowy
-3,81,6,87,0,0,1,0,985.5,0,1,0,0,0,4.5,0,1,0,Snowy
35,70,8.5,28,0,0,0,1,1130.56,10,1,0,0,0,14.5,0,0,1,Snowy
1,92,19,60,0,0,1,0,999.31,0,1,0,0,0,4,1,0,0,Snowy
-5,78,10,85,1,0,0,0,985.92,8,1,0,0,0,2,1,0,0,Snowy
-5,79,2,61,0,0,1,0,982.37,1,1,0,0,0,5,0,1,0,Snowy
2,97,14,54,0,0,1,0,995.01,0,1,0,0,0,1.5,1,0,0,Snowy
32,78,4,26,0,0,1,0,1003.6,1,1,0,0,0,5.5,0,1,0,Cloudy
-9,97,10,61,0,0,1,0,993.81,1,1,0,0,0,2,1,0,0,Snowy
28,63,2.5,29,1,0,0,0,1004.93,4,1,0,0,0,5,1,0,0,Cloudy
34,68,5,43,0,0,1,0,975.37,1,1,0,0,0,19.5,0,1,0,Snowy
20,50,11.5,43,1,0,0,0,1013.21,1,1,0,0,0,6,0,1,0,Cloudy
32,64,1.5,25,0,0,1,0,1008.27,4,1,0,0,0,7.5,0,1,0,Cloudy
24,82,14,97,0,0,1,0,1016.44,1,1,0,0,0,4.5,1,0,0,Rainy
-1,76,2,84,0,0,1,0,997.02,1,1,0,0,0,1,0,1,0,Snowy
23,66,9,26,0,0,1,0,1007.19,4,1,0,0,0,5.5,0,0,1,Cloudy
-1,79,20,70,0,0,1,0,997.21,1,1,0,0,0,4.5,0,1,0,Snowy
-8,38,5,99,1,0,0,0,1175.68,7,1,0,0,0,13,1,0,0,Rainy
33,96,24.5,97,1,0,0,0,1010.21,5,1,0,0,0,2,0,1,0,Cloudy
-9,72,6,85,0,0,1,0,987.13,1,1,0,0,0,2.5,0,1,0,Snowy
-2,72,5.5,80,1,0,0,0,987.59,0,1,0,0,0,2,0,1,0,Snowy
2,70,18,79,0,0,1,0,990.08,1,1,0,0,0,2,1,0,0,Snowy
2,95,1.5,74,0,0,1,0,993.99,12,1,0,0,0,0,0,1,0,Snowy
-1,78,11,95,0,0,1,0,999.15,0,1,0,0,0,4,0,1,0,Snowy
-1,63,12,90,0,0,1,0,985.22,1,1,0,0,0,4.5,1,0,0,Snowy
1,82,13,99,0,0,1,0,988.25,10,1,0,0,0,1.5,0,1,0,Snowy
-10,65,5.5,88,0,0,1,0,987.23,1,1,0,0,0,1.5,0,1,0,Snowy
3,95,10,67,0,0,1,0,988.8,1,1,0,0,0,4.5,0,1,0,Snowy
1,90,0.5,54,0,0,1,0,990,0,1,0,0,0,3,1,0,0,Snowy
0,37,11.5,22,0,0,1,0,1022.9,5,1,0,0,0,10.5,0,1,0,Sunny
22,74,18,85,1,0,0,0,1009.25,3,1,0,0,0,5,1,0,0,Rainy
-6,70,9,71,0,0,1,0,982.11,1,1,0,0,0,1.5,1,0,0,Snowy
-10,81,2,98,0,0,1,0,998.06,1,1,0,0,0,3,0,1,0,Snowy
-3,78,15.5,77,0,0,1,0,993.14,0,1,0,0,0,4,1,0,0,Snowy
-7,69,4,89,0,0,1,0,985.7,1,1,0,0,0,4,0,1,0,Snowy
3,81,7,76,0,0,1,0,995.79,1,1,0,0,0,2.5,1,0,0,Snowy
29,97,15.5,52,0,0,1,0,999.8,0,1,0,0,0,1,1,0,0,Rainy
22,59,14,24,1,0,0,0,1013.96,2,1,0,0,0,7,1,0,0,Cloudy
28,71,14.5,43,1,0,0,0,1017.99,2,1,0,0,0,8,1,0,0,Cloudy
-1,84,12,90,0,0,1,0,992.77,0,1,0,0,0,5,0,1,0,Snowy
-4,90,9,51,0,0,1,0,989.63,1,1,0,0,0,1,0,1,0,Snowy
4,92,4.5,50,0,0,1,0,986.9,1,1,0,0,0,4,1,0,0,Snowy
4,99,11.5,84,0,0,1,0,984.51,0,1,0,0,0,1.5,1,0,0,Snowy
-4,97,19,75,0,0,1,0,990.37,1,1,0,0,0,2.5,1,0,0,Snowy
-7,66,9.5,71,0,0,1,0,987.71,0,1,0,0,0,4,0,1,0,Snowy
10,108,6.5,82,0,0,1,0,981.24,10,1,0,0,0,1,1,0,0,Snowy
-1,94,16.5,69,0,0,1,0,983.73,0,1,0,0,0,4.5,0,1,0,Snowy
12,99,18,65,0,0,1,0,1010.8,1,1,0,0,0,1.5,1,0,0,Rainy
44,81,34,87,0,0,1,0,1014.51,2,1,0,0,0,5.5,1,0,0,Rainy
33,63,12.5,25,1,0,0,0,1009.31,4,1,0,0,0,6,0,1,0,Cloudy
-4,72,15,64,1,0,0,0,996.18,1,1,0,0,0,4.5,1,0,0,Snowy
2,84,0,74,0,0,1,0,994.41,0,1,0,0,0,3,1,0,0,Snowy
5,79,27,93,0,0,1,0,988.84,2,1,0,0,0,2,1,0,0,Snowy
-5,66,1,97,0,0,1,0,990.5,0,1,0,0,0,2,1,0,0,Snowy
-8,66,4,75,0,0,1,0,981.63,0,1,0,0,0,2,0,1,0,Snowy
-10,99,18.5,52,1,0,0,0,996.39,1,1,0,0,0,5,1,0,0,Snowy
-7,72,13,79,0,0,1,0,998.68,1,1,0,0,0,1.5,0,1,0,Snowy
1,103,35.5,72,0,0,1,0,984.91,13,1,0,0,0,3,1,0,0,Snowy
7,106,27,70,0,0,1,0,999.73,10,1,0,0,0,1,0,1,0,Snowy
21,60,14,88,0,0,1,0,999.68,2,1,0,0,0,2,1,0,0,Rainy
-6,68,4.5,71,0,0,1,0,985.11,0,1,0,0,0,2.5,1,0,0,Snowy
20,67,0,48,1,0,0,0,1010.23,4,1,0,0,0,7,0,1,0,Cloudy
-5,80,6,94,0,0,1,0,994.61,1,1,0,0,0,3,0,1,0,Snowy
-2,83,0,82,0,0,1,0,988.61,0,1,0,0,0,2,1,0,0,Snowy
-7,98,4,81,0,0,1,0,996.39,0,1,0,0,0,3.5,1,0,0,Snowy
-3,90,7,97,1,0,0,0,989.68,0,1,0,0,0,3.5,1,0,0,Snowy
76,79,16,92,1,0,0,0,1015.49,6,1,0,0,0,2.5,0,1,0,Rainy
19,98,11,97,0,0,1,0,1009.3,0,1,0,0,0,2.5,0,1,0,Rainy
2,66,6,61,1,0,0,0,985.05,1,1,0,0,0,1.5,0,1,0,Snowy
-12,53,10,77,0,0,1,0,1008.78,2,1,0,0,0,17.5,0,1,0,Cloudy
2,97,17.5,90,0,0,1,0,980.09,8,1,0,0,0,2,0,1,0,Snowy
-5,96,10,70,0,0,1,0,999.82,0,1,0,0,0,3.5,0,1,0,Snowy
4,98,18.5,74,1,0,0,0,991.57,1,1,0,0,0,3,1,0,0,Snowy
3,72,10,78,0,0,1,0,987.7,1,1,0,0,0,4.5,1,0,0,Snowy
-3,100,17,77,0,0,1,0,989.35,5,1,0,0,0,4,1,0,0,Snowy
20,67,11.5,29,1,0,0,0,1012.24,2,1,0,0,0,6.5,1,0,0,Cloudy
-9,86,7.5,84,0,0,1,0,984.42,1,1,0,0,0,2.5,0,1,0,Snowy
-7,87,19,84,0,0,1,0,993.9,0,1,0,0,0,3,0,1,0,Snowy
18,108,15.5,108,1,0,0,0,1006.5,5,1,0,0,0,7,1,0,0,Cloudy
3,99,2.5,72,0,0,1,0,986.55,0,1,0,0,0,3.5,1,0,0,Snowy
-4,67,17,67,0,0,1,0,997.24,1,1,0,0,0,4.5,0,1,0,Snowy
2,82,16,63,0,0,1,0,994.84,1,1,0,0,0,4.5,0,1,0,Snowy
16,68,5,48,0,0,1,0,1006.37,1,1,0,0,0,9,1,0,0,Cloudy
-5,81,2,87,0,0,1,0,984.52,0,1,0,0,0,2,0,1,0,Snowy
-25,105,29,106,0,0,1,0,980.86,1,1,0,0,0,2.5,0,1,0,Snowy
-5,71,14.5,94,1,0,0,0,998.67,1,1,0,0,0,2.5,1,0,0,Snowy
25,61,13,79,0,0,1,0,1002.02,1,1,0,0,0,2.5,1,0,0,Rainy
13,75,7,31,1,0,0,0,1010.37,3,1,0,0,0,5.5,1,0,0,Cloudy
2,86,1.5,76,0,0,1,0,990.66,1,1,0,0,0,2.5,1,0,0,Snowy
-5,88,14.5,53,0,0,1,0,985.74,1,1,0,0,0,4.5,0,1,0,Snowy
-3,70,18,50,0,0,1,0,992.9,1,1,0,0,0,4.5,1,0,0,Snowy
0,67,13.5,50,0,0,1,0,985.17,0,1,0,0,0,5,0,1,0,Snowy
25,78,9,75,0,0,1,0,1147.28,12,1,0,0,0,7.5,1,0,0,Sunny
-10,60,14.5,84,0,0,1,0,988.08,0,1,0,0,0,3.5,0,1,0,Snowy
16,90,16.5,77,1,0,0,0,991.95,1,1,0,0,0,4.5,1,0,0,Rainy
1,72,15.5,83,0,0,1,0,984.34,1,1,0,0,0,2.5,1,0,0,Snowy
30,60,13,87,1,0,0,0,997.88,1,1,0,0,0,3,1,0,0,Rainy
-6,93,7,82,0,0,1,0,980.03,0,1,0,0,0,2,1,0,0,Snowy
30,65,16,90,1,0,0,0,1000.92,0,1,0,0,0,3,1,0,0,Rainy
-2,83,9.5,63,0,0,1,0,981.4,1,1,0,0,0,4,1,0,0,Snowy
4,67,20,58,1,0,0,0,995.92,1,1,0,0,0,2.5,0,1,0,Snowy
13,47,3.5,49,1,0,0,0,1190.68,1,1,0,0,0,6,1,0,0,Rainy
-5,83,11,69,1,0,0,0,980.93,0,1,0,0,0,3.5,1,0,0,Snowy
33,75,1,44,1,0,0,0,1014.29,2,1,0,0,0,7.5,0,1,0,Cloudy
-2,82,17.5,52,0,0,1,0,990.33,0,1,0,0,0,4.5,1,0,0,Snowy
-7,97,0.5,99,0,0,1,0,983.91,0,1,0,0,0,3,0,1,0,Snowy
3,64,2,95,0,0,1,0,999.27,0,1,0,0,0,4.5,0,1,0,Snowy
1,74,6.5,75,0,0,1,0,989.06,14,1,0,0,0,3,1,0,0,Snowy
31,82,14.5,97,0,0,1,0,1010.17,2,1,0,0,0,3,0,1,0,Rainy
-2,63,7.5,94,0,0,1,0,980.74,0,1,0,0,0,1.5,1,0,0,Snowy
1,85,6.5,63,0,0,1,0,995.75,1,1,0,0,0,2.5,0,1,0,Snowy
29,77,3.5,22,0,0,1,0,1018.95,3,1,0,0,0,7,0,0,1,Cloudy
2,84,39,105,0,0,1,0,981.25,7,1,0,0,0,0.5,1,0,0,Snowy
-6,71,13,95,1,0,0,0,982.6,1,1,0,0,0,4.5,1,0,0,Snowy
16,87,7,82,0,0,1,0,1001.69,13,1,0,0,0,10.5,0,1,0,Cloudy
32,56,7.5,18,1,0,0,0,1010.12,3,1,0,0,0,8.5,1,0,0,Cloudy
2,64,2.5,52,0,0,1,0,996.59,0,1,0,0,0,1.5,1,0,0,Snowy
-6,67,12,62,0,0,1,0,999.26,0,1,0,0,0,4,0,1,0,Snowy
